Start,End
0,28900.0
25907.0,26553.0
28019.0,28095.0
28301.0,28371.0
28660.0,28710.0
28921.0,29028.0
29473.0,29504.0
31126.0,31160.0
31679.0,31714.0
33346.0,33378.0
41397.0,41441.0
42348.0,42375.0
44669.0,44708.0
45468.0,45525.0
45617.0,45658.0
53915.0,53966.0
54821.0,54864.0
55072.0,55105.0
55870.0,55908.0
59224.0,59265.0
