Start,End
39888.0,43993.0
44805.0,44882.0
47818.0,47857.0
47847.0,47864.0
48448.0,48483.0
49231.0,49281.0
49315.0,49353.0
49766.0,49793.0
50516.0,50545.0
51347.0,51373.0
51445.0,51471.0
52918.0,52955.0
53819.0,53854.0
56903.0,56959.0
57794.0,57669.0
57711.0,57714.0
57664.0,57721.0
58810.0,58855.0
61764.0,63585.0
