predictor_var,coeff
logq^1,-928.9628619863829
logq^2,277.0288736661915
logq^3,-26.72366009335074
logq^4,0.8802763243243443
dD^1,-35.25990213236339
dD^2,-0.15726170980128512
dD^3,0.00012513642621221448
dD^4,3.2987327544144103e-06
dD^5,6.8528587361433655e-09
logq*dD^1,3.99186469881478
logq*dD^2,0.0022724722745327604
logq*dD^3,5.399551413667201e-07
const,-427.82270529114635
