predictor_var,coeff
logq^1,380.8174748344188
logq^2,-60.82754009365803
logq^3,4.202991502065618
logq^4,-0.1061183368407298
d18O^1,3.478564995917549
d18O^2,-0.020334405150090523
d18O^3,-0.003028138701062152
d18O^4,-7.238615783452268e-05
d18O^5,-6.328361406465059e-07
logq*d18O^1,-0.24320850053658344
logq*d18O^2,0.00027636830567277
logq*d18O^3,2.8283291410424442e-06
logq*d18O^4,7.598687441291397e-09
logq*d18O^5,1.5655613103012102e-11
const,-873.9121680729165
