predictor_var,coeff
logq^1,-1229.809468759931
logq^2,606.0930311470034
logq^3,-100.7565405485762
logq^4,7.3340324462155575
logq^5,-0.19994098034311203
dD^1,-0.7779992339121984
dD^2,0.00024310174414702256
dD^3,8.689462157403741e-06
dD^4,2.09355266656307e-08
dD^5,1.0375705396559397e-11
logq*dD^1,0.18103304438867862
const,-900.437244764787
